text,sentiment,username,created_at,likes,reply_count,url,sentiment_num,new,cleaning,no_stopwords,stemmed_text
Kata Pengamat soal Putusan MK SD-SMP Gratis: Mudah di Pusat Berat di Daerah https://t.co/HV2cqKCAut,neutral,,2025-05-30 03:04:30,0.0,0,https://x.com/undefined/status/1928286366913417717,2.0,Kata Pengamat soal Putusan MK Sekolah Dasar-Sekolah Menengah Pertama Gratis: Mudah di Pusat Berat di Daerah https://t.co/HV2cqKCAut,kata pengamat soal putusan mk sekolah dasarsekolah menengah pertama gratis mudah di pusat berat di daerah ,pengamat putusan mk sekolah dasarsekolah menengah gratis mudah pusat daerah,amat putus mk sekolah dasarsekolah tengah gratis mudah pusat daerah
Aa bisa sekolah swasta gratis semua? https://t.co/M3eDMyjktg MK kabulkan permohonan agar sekolah dasar dan menengah digratiskan. Pengamat sorot kesiapan pemerintah daerah soal anggaran.,neutral,,2025-05-30 02:09:44,0.0,0,https://x.com/undefined/status/1928272584644132965,2.0,Kakak bisa sekolah swasta gratis semua? https://t.co/M3eDMyjktg MK kabulkan permohonan agar sekolah dasar dan menengah digratiskan. Pengamat sorot kesiapan pemerintah daerah soal anggaran.,kakak bisa sekolah swasta gratis semua  mk kabulkan permohonan agar sekolah dasar dan menengah digratiskan pengamat sorot kesiapan pemerintah daerah soal anggaran,kakak sekolah swasta gratis mk kabulkan permohonan sekolah dasar menengah digratiskan pengamat sorot kesiapan pemerintah daerah anggaran,kakak sekolah swasta gratis mk kabul mohon sekolah dasar tengah gratis amat sorot kesiap pemerintah daerah anggar
MK Putuskan SD-SMP Negeri dan Swasta Gratis Ini Respons DPR dan Kemendikdasmen https://t.co/71rgCKrbvF,neutral,,2025-05-30 02:06:32,2.0,1,https://x.com/undefined/status/1928271779732054330,2.0,MK Putuskan Sekolah Dasar-Sekolah Menengah Pertama Negeri dan Swasta Gratis Ini Respons DPR dan Kemendikdasmen https://t.co/71rgCKrbvF,mk putuskan sekolah dasarsekolah menengah pertama negeri dan swasta gratis ini respons dpr dan kemendikdasmen ,mk putuskan sekolah dasarsekolah menengah negeri swasta gratis respons dpr kemendikdasmen,mk putus sekolah dasarsekolah tengah negeri swasta gratis respons dpr kemendikdasmen
Kemendagri Tanggapi Putusan MK Soal Pendidikan Gratis Akan Disesuaikan dengan Perencanaan Fiskal Daerah https://t.co/tO1LW24Djb,neutral,,2025-05-30 01:58:00,0.0,0,https://x.com/undefined/status/1928269634261725602,2.0,Kemendagri Tanggapi Putusan MK Soal Pendidikan Gratis Akan Disesuaikan dengan Perencanaan Fiskal Daerah https://t.co/tO1LW24Djb,kemendagri tanggapi putusan mk soal pendidikan gratis akan disesuaikan dengan perencanaan fiskal daerah ,kemendagri tanggapi putusan mk pendidikan gratis disesuaikan perencanaan fiskal daerah,kemendagri tanggap putus mk pendidikan gratis sesuai rencana fiskal daerah
@glrhn Ya bisa aj swasta gratis berarti full ditanggung pemerintah 9 tahun jutaan anak full dibayar pemerintah mungkin ga pemerintah sanggup? Ya ga mungkin lah jadi keputusan MK ga akan terealisasi.,negative,,2025-05-30 01:55:28,0.0,0,https://x.com/undefined/status/1928268994827399668,3.0,@glrhn Ya bisa saja swasta gratis berarti full ditanggung pemerintah 9 tahun jutaan anak full dibayar pemerintah mungkin tidak pemerintah sanggup? Ya tidak mungkin mengapa jadi keputusan MK tidak akan terwujud., ya bisa saja swasta gratis berarti full ditanggung pemerintah  tahun jutaan anak full dibayar pemerintah mungkin tidak pemerintah sanggup ya tidak mungkin mengapa jadi keputusan mk tidak akan terwujud,swasta gratis full ditanggung pemerintah jutaan anak full dibayar pemerintah pemerintah sanggup keputusan mk terwujud,swasta gratis full tanggung pemerintah juta anak full bayar pemerintah pemerintah sanggup putus mk wujud
@dosopriyanto @kompascom @DoSo_10 Ya wajib belajar adalah prioritas di Indonesia didukung putusan MK 27 Mei 2025 yang mewajibkan pendidikan dasar gratis di sekolah negeri dan swasta sesuai Pasal 31 ayat 2 UUD 1945. Ini penting untuk kesetaraan dan pertumbuhan ekonomi. Jika diabaikan dampaknya serius:,positive,,2025-05-30 01:53:44,0.0,1,https://x.com/undefined/status/1928268559647657987,,@dosopriyanto @kompascom @DoSo_10 Ya wajib belajar adalah prioritas di Indonesia didukung putusan MK 27 Mei 2025 yang mewajibkan pendidikan dasar gratis di sekolah negeri dan swasta sesuai Pasal 31 ayat 2 UUD 1945. Ini penting untuk kesetaraan dan pertumbuhan ekonomi. Jika diabaikan dampaknya serius:,   ya wajib belajar adalah prioritas di indonesia didukung putusan mk  mei  yang mewajibkan pendidikan dasar gratis di sekolah negeri dan swasta sesuai pasal  ayat  uud  ini penting untuk kesetaraan dan pertumbuhan ekonomi jika diabaikan dampaknya serius,wajib belajar prioritas indonesia didukung putusan mk mei mewajibkan pendidikan dasar gratis sekolah negeri swasta pasal ayat uud kesetaraan pertumbuhan ekonomi diabaikan dampaknya serius,wajib ajar prioritas indonesia dukung putus mk mei wajib pendidikan dasar gratis sekolah negeri swasta pasal ayat uud tara tumbuh ekonomi abai dampak serius
Memang Duit Negara Cukup? DPR Pertanyakan Anggaran Sekolah Swasta Gratis Pasca-Putusan MK https://t.co/EqhjhJ7AI5,neutral,,2025-05-30 01:52:46,0.0,0,https://x.com/undefined/status/1928268316134494270,2.0,Memang Duit Negara Cukup? DPR Pertanyakan Anggaran Sekolah Swasta Gratis Pasca-Putusan MK https://t.co/EqhjhJ7AI5,memang duit negara cukup dpr pertanyakan anggaran sekolah swasta gratis pascaputusan mk ,duit negara dpr anggaran sekolah swasta gratis pascaputusan mk,duit negara dpr anggar sekolah swasta gratis pascaputusan mk
@dosopriyanto @kompascom @kompascom @doso_10 Tanggung jawab wajib belajar 9 tahun ada pada pemerintah baik pusat maupun daerah. Konstitusi (Pasal 31 ayat 2) dan putusan MK 27 Mei 2025 mewajibkan pendidikan dasar gratis di sekolah negeri dan swasta. Kementerian Pendidikan menetapkan kebijakan dan,positive,,2025-05-30 01:48:06,0.0,1,https://x.com/undefined/status/1928267139896725653,,@dosopriyanto @kompascom @kompascom @doso_10 Tanggung jawab wajib belajar 9 tahun ada pada pemerintah baik pusat maupun daerah. Konstitusi (Pasal 31 ayat 2) dan putusan MK 27 Mei 2025 mewajibkan pendidikan dasar gratis di sekolah negeri dan swasta. Kementerian Pendidikan menetapkan kebijakan dan,    tanggung jawab wajib belajar  tahun ada pada pemerintah baik pusat maupun daerah konstitusi pasal  ayat  dan putusan mk  mei  mewajibkan pendidikan dasar gratis di sekolah negeri dan swasta kementerian pendidikan menetapkan kebijakan dan,tanggung wajib belajar pemerintah pusat daerah konstitusi pasal ayat putusan mk mei mewajibkan pendidikan dasar gratis sekolah negeri swasta kementerian pendidikan menetapkan kebijakan,tanggung wajib ajar pemerintah pusat daerah konstitusi pasal ayat putus mk mei wajib pendidikan dasar gratis sekolah negeri swasta menteri pendidikan tetap kebijakan
MK Putuskan SD-SMP Swasta Gratis Implementasi Realistis? https://t.co/tuvXexQKR8,neutral,,2025-05-30 01:20:00,0.0,0,https://x.com/undefined/status/1928260068526489787,2.0,MK Putuskan Sekolah Dasar-Sekolah Menengah Pertama Swasta Gratis Implementasi Realistis? https://t.co/tuvXexQKR8,mk putuskan sekolah dasarsekolah menengah pertama swasta gratis implementasi realistis ,mk putuskan sekolah dasarsekolah menengah swasta gratis implementasi realistis,mk putus sekolah dasarsekolah tengah swasta gratis implementasi realistis
@Mdy_Asmara1701 MK bilang pemerintah wajib menjalankan pendidikan dasar 9 thn GRATIS sesuai UUD45.....lah kenapa MBG yg nda ada di UUD45 malah diprioritaskan??!!,negative,,2025-05-30 00:54:34,2.0,0,https://x.com/undefined/status/1928253669536870500,3.0,@Mdy_Asmara1701 MK mengatakan pemerintah wajib menjalankan pendidikan dasar 9 tahun GRATIS sesuai UUD 1945.....mengapa kenapa Makan Bergizi Gratis yang tidak ada di UUD 1945 malah diprioritaskan??!!, mk mengatakan pemerintah wajib menjalankan pendidikan dasar  tahun gratis sesuai uud mengapa kenapa makan bergizi gratis yang tidak ada di uud  malah diprioritaskan,mk pemerintah wajib menjalankan pendidikan dasar gratis uud makan bergizi gratis uud diprioritaskan,mk pemerintah wajib jalan pendidikan dasar gratis uud makan gizi gratis uud prioritas
HASBY YUSUF: PUTUSAN MK WAJIB DILAKSANAKAN SEKOLAH DASAR HARUS GRATIS! Anggota DPD RI @hasbyyusuf desak pemerintah tidak cari alasan soal anggaran. #PendidikanGratis #PutusanMK #HasbyYusuf https://t.co/jWmDI7ErHS,neutral,,2025-05-30 00:32:25,0.0,0,https://x.com/undefined/status/1928248095910817889,2.0,HASBY YUSUF: PUTUSAN MK WAJIB DILAKSANAKAN SEKOLAH DASAR HARUS GRATIS! Anggota DPD RI @hasbyyusuf desak pemerintah tidak cari alasan soal anggaran. #PendidikanGratis #PutusanMK #HasbyYusuf https://t.co/jWmDI7ErHS,hasby yusuf putusan mk wajib dilaksanakan sekolah dasar harus gratis anggota dpd ri  desak pemerintah tidak cari alasan soal anggaran pendidikangratis putusanmk hasbyyusuf ,hasby yusuf putusan mk wajib dilaksanakan sekolah dasar gratis anggota dpd ri desak pemerintah cari alasan anggaran pendidikangratis putusanmk hasbyyusuf,hasby yusuf putus mk wajib laksana sekolah dasar gratis anggota dpd ri desak pemerintah cari alasan anggar pendidikangratis putusanmk hasbyyusuf
Wakil Menteri Dalam Negeri Bima Arya Sugiarto menyatakan putusan MK bahwa negara harus memberikan pendidikan gratis baik di sekolah negeri maupun swasta akan disesuaikan dengan perencanaan fiskal. / #sekolah #pendidikan https://t.co/IbUqsKxvN7,neutral,,2025-05-30 00:13:20,4.0,4,https://x.com/undefined/status/1928243290979152287,2.0,Wakil Menteri Dalam Negeri Bima Arya Sugiarto menyatakan putusan MK bahwa negara harus memberikan pendidikan gratis baik di sekolah negeri maupun swasta akan disesuaikan dengan perencanaan fiskal. / #sekolah #pendidikan https://t.co/IbUqsKxvN7,wakil menteri dalam negeri bima arya sugiarto menyatakan putusan mk bahwa negara harus memberikan pendidikan gratis baik di sekolah negeri maupun swasta akan disesuaikan dengan perencanaan fiskal  sekolah pendidikan ,menteri negeri bima arya sugiarto putusan mk negara pendidikan gratis sekolah negeri swasta disesuaikan perencanaan fiskal sekolah pendidikan,menteri negeri bima arya sugiarto putus mk negara pendidikan gratis sekolah negeri swasta sesuai rencana fiskal sekolah pendidikan
Pengurus Sekolah Swasta Keberatan atas Putusan MK Ihwal Pendidikan SD-SMP Gratis https://t.co/Mjec3dHeOm,neutral,,2025-05-30 00:11:25,0.0,0,https://x.com/undefined/status/1928242811197083872,2.0,Pengurus Sekolah Swasta Keberatan atas Putusan MK Ihwal Pendidikan Sekolah Dasar-Sekolah Menengah Pertama Gratis https://t.co/Mjec3dHeOm,pengurus sekolah swasta keberatan atas putusan mk ihwal pendidikan sekolah dasarsekolah menengah pertama gratis ,pengurus sekolah swasta keberatan putusan mk ihwal pendidikan sekolah dasarsekolah menengah gratis,urus sekolah swasta berat putus mk ihwal pendidikan sekolah dasarsekolah tengah gratis
Lalu Hadrian Irfani Jamin Putusan MK Tentang Pendidikan Dasar Gratis Masuk dalam Revisi UU Sisdiknas https://t.co/qCzQLGOAAY,neutral,,2025-05-29 22:00:01,0.0,0,https://x.com/undefined/status/1928209741773426866,2.0,Lalu Hadrian Irfani Jamin Putusan MK Tentang Pendidikan Dasar Gratis Masuk dalam Revisi Undang-Undang Sisdiknas https://t.co/qCzQLGOAAY,lalu hadrian irfani jamin putusan mk tentang pendidikan dasar gratis masuk dalam revisi undangundang sisdiknas ,hadrian irfani jamin putusan mk pendidikan dasar gratis masuk revisi undangundang sisdiknas,hadrian irfani jamin putus mk pendidikan dasar gratis masuk revisi undangundang sisdiknas
MK Kabulkan Uji Materi UU Sisdiknas SD - SMP Swasta Gratis? https://t.co/yIv4FeILDv,neutral,,2025-05-29 21:03:32,0.0,0,https://x.com/undefined/status/1928195528304541780,2.0,MK Kabulkan Uji Materi Undang-Undang Sisdiknas Sekolah Dasar - Sekolah Menengah Pertama Swasta Gratis? https://t.co/yIv4FeILDv,mk kabulkan uji materi undangundang sisdiknas sekolah dasar  sekolah menengah pertama swasta gratis ,mk kabulkan uji materi undangundang sisdiknas sekolah dasar sekolah menengah swasta gratis,mk kabul uji materi undangundang sisdiknas sekolah dasar sekolah tengah swasta gratis
Mulai ramai menyikapi putusan MK terkait sekolah sd-smp swasta gratis. Apakah saat digratiskan pemerintah akan menanggung gaji guru&amp;pegawainya setara dg mereka yg ngajar di sekolah negeri? Lantas bgmn dg mereka yg berada di struktur yayasannya apakh ditanggung pemerintah jg?,negative,,2025-05-29 19:38:38,0.0,0,https://x.com/undefined/status/1928174160825503776,3.0,Mulai ramai menyikapi putusan MK terkait sekolah sd-SMP swasta gratis. Apakah saat digratiskan pemerintah akan menanggung gaji guru&amp;pegawainya setara dengan mereka yang mengajar di sekolah negeri? Lantas bagaimana dengan mereka yang berada di struktur yayasannya apakh ditanggung pemerintah juga?,mulai ramai menyikapi putusan mk terkait sekolah sdsmp swasta gratis apakah saat digratiskan pemerintah akan menanggung gaji guruamppegawainya setara dengan mereka yang mengajar di sekolah negeri lantas bagaimana dengan mereka yang berada di struktur yayasannya apakh ditanggung pemerintah juga,ramai menyikapi putusan mk terkait sekolah sdsmp swasta gratis digratiskan pemerintah menanggung gaji guruamppegawainya setara mengajar sekolah negeri lantas struktur yayasannya apakh ditanggung pemerintah,ramai sikap putus mk kait sekolah sdsmp swasta gratis gratis pemerintah tanggung gaji guruamppegawainya setara ajar sekolah negeri lantas struktur yayasan apakh tanggung pemerintah
Tok! MK Putuskan SD-SMP Swasta Gratis Solo - Mahkamah Konstitusi (MK) mengabulkan gugatan uji materi Undang-Undang Nomor 2003 tentang Sistem Pendidikan Nasional. Dengan begitu MK memerintahkan pemerintah menggratiskan pendidikan wajib belajar sembilan tahun di sekolah swasta. https://t.co/wTcLUbmmmv,neutral,,2025-05-29 18:48:37,0.0,1,https://x.com/undefined/status/1928161573878591511,2.0,Ketok! MK Putuskan Sekolah Dasar-Sekolah Menengah Pertama Swasta Gratis Solo - Mahkamah Konstitusi (MK) mengabulkan gugatan uji materi Undang-Undang Nomor 2003 tentang Sistem Pendidikan Nasional. Dengan begitu MK memerintahkan pemerintah menggratiskan pendidikan wajib belajar 9 tahun di sekolah swasta. https://t.co/wTcLUbmmmv,ketok mk putuskan sekolah dasarsekolah menengah pertama swasta gratis solo  mahkamah konstitusi mk mengabulkan gugatan uji materi undangundang nomor  tentang sistem pendidikan nasional dengan begitu mk memerintahkan pemerintah menggratiskan pendidikan wajib belajar  tahun di sekolah swasta ,ketok mk putuskan sekolah dasarsekolah menengah swasta gratis solo mahkamah konstitusi mk mengabulkan gugatan uji materi undangundang nomor sistem pendidikan nasional mk memerintahkan pemerintah menggratiskan pendidikan wajib belajar sekolah swasta,ketok mk putus sekolah dasarsekolah tengah swasta gratis solo mahkamah konstitusi mk kabul gugat uji materi undangundang nomor sistem pendidikan nasional mk perintah pemerintah gratis pendidikan wajib ajar sekolah swasta
@satriohendri Korupsi lebih dari 9T? Setan aja mundur bilang: itu keterlaluan Bro. Dan di tengah kegilaan itu MK akhirnya waras: SD SMP swasta harus gratis. Sudah benar! Jangan biarkan rakyat bayar dosa korupsi mereka yg korup.,positive,,2025-05-29 16:11:49,4.0,3,https://x.com/undefined/status/1928122116211085728,,@satriohendri Korupsi lebih dari 9T? Setan saja mundur mengatakan: itu keterlaluan teman. Dan di tengah kegilaan itu MK akhirnya waras: Sekolah Dasar Sekolah Menengah Pertama swasta harus gratis. Sudah benar! Jangan biarkan rakyat bayar dosa korupsi mereka yang korupsi., korupsi lebih dari t setan saja mundur mengatakan itu keterlaluan teman dan di tengah kegilaan itu mk akhirnya waras sekolah dasar sekolah menengah pertama swasta harus gratis sudah benar jangan biarkan rakyat bayar dosa korupsi mereka yang korupsi,korupsi t setan mundur teman kegilaan mk waras sekolah dasar sekolah menengah swasta gratis biarkan rakyat bayar dosa korupsi korupsi,korupsi t setan mundur teman gila mk waras sekolah dasar sekolah tengah swasta gratis biarkan rakyat bayar dosa korupsi korupsi
Tanggapi Putusan MK tentang Pendidikan Dasar Gratis Anggota DPR Dorong Klasifikasi Sekolah Swasta https://t.co/J6ZGEU8A1G,neutral,,2025-05-29 14:50:00,10.0,2,https://x.com/undefined/status/1928101524221350047,2.0,Tanggapi Putusan MK tentang Pendidikan Dasar Gratis Anggota DPR Dorong Klasifikasi Sekolah Swasta https://t.co/J6ZGEU8A1G,tanggapi putusan mk tentang pendidikan dasar gratis anggota dpr dorong klasifikasi sekolah swasta ,tanggapi putusan mk pendidikan dasar gratis anggota dpr dorong klasifikasi sekolah swasta,tanggap putus mk pendidikan dasar gratis anggota dpr dorong klasifikasi sekolah swasta
@glrhn Mkn'y gw blg MK jgn cm ketok palu doank tp ksh kriteria swasta gmn yg digratisin atw gk gratis sepenuhnya tp subsidi. Misal budget pemerintah 200rb/anak tiap bln brrti swasta yg gratis yg SPP nya dibawah itu. Trs swasta yg SPP nya misal 300rb brrti yg 100rb msh d tanggung ortu,negative,,2025-05-29 13:32:03,0.0,0,https://x.com/undefined/status/1928081908316987706,3.0,@glrhn makanya saya mengatakan MK jangan cuma ketok palu saja tapi kasih kriteria swasta bagaimana yang digratiskan atau tidak gratis sepenuhnya tapi subsidi. Misal budget pemerintah 200rb/anak tiap bulan brrti swasta yang gratis yang sumbangan pembinaan pendidikan nya di bawah itu. Trs swasta yang sumbangan pembinaan pendidikan nya misal 300rb brrti yang 100rb masih di tanggung orang tua, makanya saya mengatakan mk jangan cuma ketok palu saja tapi kasih kriteria swasta bagaimana yang digratiskan atau tidak gratis sepenuhnya tapi subsidi misal budget pemerintah rbanak tiap bulan brrti swasta yang gratis yang sumbangan pembinaan pendidikan nya di bawah itu trs swasta yang sumbangan pembinaan pendidikan nya misal rb brrti yang rb masih di tanggung orang tua,mk ketok palu kasih kriteria swasta digratiskan gratis sepenuhnya subsidi budget pemerintah rbanak brrti swasta gratis sumbangan pembinaan pendidikan trs swasta sumbangan pembinaan pendidikan rb brrti rb tanggung tua,mk ketok palu kasih kriteria swasta gratis gratis sepenuh subsidi budget pemerintah rbanak brrti swasta gratis sumbang bina pendidikan trs swasta sumbang bina pendidikan rb brrti rb tanggung tua
