username,text,created_at,likes,reply_count,url,sentiment,score
,Wakil Menteri Dalam Negeri Bima Arya Sugiarto menyatakan putusan MK bahwa negara harus memberikan pendidikan gratis baik di sekolah negeri maupun swasta akan disesuaikan dengan perencanaan fiskal. / #sekolah #pendidikan https://t.co/IbUqsKxvN7,Fri May 30 00:13:20 +0000 2025,4,4,https://x.com/undefined/status/1928243290979152287,neutral,0.9940000772476196
,Pengurus Sekolah Swasta Keberatan atas Putusan MK Ihwal Pendidikan SD-SMP Gratis https://t.co/Mjec3dHeOm,Fri May 30 00:11:25 +0000 2025,0,0,https://x.com/undefined/status/1928242811197083872,neutral,0.9841808080673218
,Lalu Hadrian Irfani Jamin Putusan MK Tentang Pendidikan Dasar Gratis Masuk dalam Revisi UU Sisdiknas https://t.co/qCzQLGOAAY,Thu May 29 22:00:01 +0000 2025,0,0,https://x.com/undefined/status/1928209741773426866,neutral,0.9966013431549072
,MK Kabulkan Uji Materi UU Sisdiknas SD - SMP Swasta Gratis? https://t.co/yIv4FeILDv,Thu May 29 21:03:32 +0000 2025,0,0,https://x.com/undefined/status/1928195528304541780,neutral,0.9972072243690491
,Mulai ramai menyikapi putusan MK terkait sekolah sd-smp swasta gratis. Apakah saat digratiskan pemerintah akan menanggung gaji guru&amp;pegawainya setara dg mereka yg ngajar di sekolah negeri? Lantas bgmn dg mereka yg berada di struktur yayasannya apakh ditanggung pemerintah jg?,Thu May 29 19:38:38 +0000 2025,0,0,https://x.com/undefined/status/1928174160825503776,negative,0.9419562220573425
,Tok! MK Putuskan SD-SMP Swasta Gratis Solo - Mahkamah Konstitusi (MK) mengabulkan gugatan uji materi Undang-Undang Nomor 2003 tentang Sistem Pendidikan Nasional. Dengan begitu MK memerintahkan pemerintah menggratiskan pendidikan wajib belajar sembilan tahun di sekolah swasta. https://t.co/wTcLUbmmmv,Thu May 29 18:48:37 +0000 2025,0,1,https://x.com/undefined/status/1928161573878591511,neutral,0.9901767373085022
,@satriohendri Korupsi lebih dari 9T? Setan aja mundur bilang: itu keterlaluan Bro. Dan di tengah kegilaan itu MK akhirnya waras: SD SMP swasta harus gratis. Sudah benar! Jangan biarkan rakyat bayar dosa korupsi mereka yg korup.,Thu May 29 16:11:49 +0000 2025,4,3,https://x.com/undefined/status/1928122116211085728,negative,0.9980862140655518
,Tanggapi Putusan MK tentang Pendidikan Dasar Gratis Anggota DPR Dorong Klasifikasi Sekolah Swasta https://t.co/J6ZGEU8A1G,Thu May 29 14:50:00 +0000 2025,10,2,https://x.com/undefined/status/1928101524221350047,neutral,0.9976957440376282
,@glrhn Mkn'y gw blg MK jgn cm ketok palu doank tp ksh kriteria swasta gmn yg digratisin atw gk gratis sepenuhnya tp subsidi. Misal budget pemerintah 200rb/anak tiap bln brrti swasta yg gratis yg SPP nya dibawah itu. Trs swasta yg SPP nya misal 300rb brrti yg 100rb msh d tanggung ortu,Thu May 29 13:32:03 +0000 2025,0,0,https://x.com/undefined/status/1928081908316987706,negative,0.8473002314567566
,Ini ga dipaksa ya guys. Sekolah swasta ga dipaksa untuk menggratiskan layanannya. Swasta gratis hanya untuk swasta tertentu aja bukan untuk sekolah swasta elite / bergengsi layaknya kalo liat swasta mahal. Bisa dibaca putusan mknya.. setauku ada di website mk ,Thu May 29 13:31:50 +0000 2025,25,3,https://x.com/undefined/status/1928081851366674603,negative,0.7025991678237915
,@robby_karman @kompascom Selama tidak ada aturan bahwa sekolah dilarang memungut biaya dari siswa selain biaya SPP maka aturan MK ini cuma omong kosong Misal SPP 2 juta per semester ilang kemudian uang gedung yg awalbya 10 juta jadi 70 juta Benar bahwa biaya sekolah gratis tapi biaya lain2 tidak https://t.co/9NJfr7KKJb,Thu May 29 12:58:02 +0000 2025,0,0,https://x.com/undefined/status/1928073348468330865,negative,0.9337536096572876
,Keputusan MK terkeren saat ini: pemerintah juga diwajibkan memberikan pendidikan gratis di tingkat SD &amp; SMP sekolah swasta.. ️,Thu May 29 12:27:11 +0000 2025,0,0,https://x.com/undefined/status/1928065582244712745,neutral,0.9907512068748474
,@glrhn Sekolah swasta itu ya orientasi nya cuan walau ada yg di support yayasan amal tapi putusan mk ini akan diakalin dengan quota ada quota untuk yg gratis atau bisa dengan grade mau gratis ya penuhi grade &amp; prasyarat sekolah.Kecuali dijelaskan min sekian persen dari peserta didik.,Thu May 29 12:23:58 +0000 2025,0,0,https://x.com/undefined/status/1928064774174105673,negative,0.8217611908912659
,@kegblgnunfaedh sbetulnya putusan mk trmsuk telat. di mncanegara yg namany pndidikan dasar n mnengah itu gratis tis! dg putusan mk tsb maka skolah2 spt smp al azhar budi mulia ksatuan bngsa pelita harapan labschool dll harus gratis! @HumorJonTampan @ParthaSaderi @Metro_TV @officialMKRI,Thu May 29 11:54:55 +0000 2025,1,0,https://x.com/undefined/status/1928057462483009856,neutral,0.6179988980293274
,@detikcom Swasta disuruh gratis? MK ini progamnya ga main2 ngeconya juga,Thu May 29 11:35:58 +0000 2025,0,0,https://x.com/undefined/status/1928052696361185715,positive,0.9508659839630127
,MK Setuju: Semua Siswa Dan Siswi Berhak Dapat Pendidikan Secara GRATIS! https://t.co/By7WizILAM https://t.co/sn3jPBAT8q,Thu May 29 11:35:07 +0000 2025,0,0,https://x.com/undefined/status/1928052480170164241,neutral,0.981410801410675
,DPR soal Putusan MK Pendidikan Dasar Gratis: Klasifikasi Sekolah Swasta-Hitung APBN https://t.co/N9IxNUFR8K,Thu May 29 06:03:34 +0000 2025,0,0,https://x.com/undefined/status/1927969042457153879,neutral,0.9980037808418274
,Legislator PDIP Sebut Putusan MK Soal Sekolah Gratis Perkuat Hak Pendidikan Dasar Warga https://t.co/XPK0ykMC5v,Thu May 29 06:03:32 +0000 2025,0,0,https://x.com/undefined/status/1927969034722541722,neutral,0.997426450252533
,Mendikdasmen Tanggapi Putusan MK soal SD SMP Sekolah Swasta Gratis Tunggu Instruksi Prabowo #TribunKaltim #SekolahSwastaGratis #Mendikdasmen https://t.co/gSSJp3aEDZ lewat @tribunnews,Thu May 29 05:53:03 +0000 2025,0,0,https://x.com/undefined/status/1927966394781429856,neutral,0.9966589212417603
,MK Putuskan SD-SMP Swasta Gratis Begini Respons Istana https://t.co/aC8gD6c8pz,Thu May 29 05:45:00 +0000 2025,0,0,https://x.com/undefined/status/1927964370145005939,neutral,0.9968193769454956
,Putusan MK Beri Keadilan ke Rakyat Peroleh Akses Pendidikan Gratis https://t.co/lNppCntRnN,Thu May 29 05:40:10 +0000 2025,0,0,https://x.com/undefined/status/1927963154417340865,neutral,0.9951080679893494
,Mendikdasmen Buka Suara atas Putusan MK yang Perintah SD-SMP Gratis di Sekolah Negeri-Swasta https://t.co/oyId3JQBQv,Thu May 29 05:30:00 +0000 2025,5,0,https://x.com/undefined/status/1927960596491948505,neutral,0.9976556301116943
,Putusan MK Wajibkan Pendidikan Dasar Gratis Pemerintah Masih Kaji Implementasi https://t.co/WYdYdzqpFp,Thu May 29 05:28:52 +0000 2025,20,0,https://x.com/undefined/status/1927960309836435689,neutral,0.997734546661377
,@detikcom Gue heran sama netizen x. Dulu pada koar2 ada calon pemimpin yg mau menggratiskan pendidikan malah pilih pemimpin yg program mbg. Nah sekarang ada wacana mk perintahkan pemerintah gratiskan sekolah masih di koar2 duit ada ga swasta masa gratis ga gampang menggratiskan sekolah ,Thu May 29 05:16:06 +0000 2025,0,0,https://x.com/undefined/status/1927957097968480475,negative,0.9873712062835693
,KPAI Desak Pemerintah Laksanakan Putusan MK Soal Pendidikan Dasar Gratis Baca Selengkapnya: https://t.co/qWNXRCOprQ https://t.co/AeBTesYGIL,Thu May 29 04:58:09 +0000 2025,0,0,https://x.com/undefined/status/1927952580937736419,neutral,0.9967414736747742
,Mestinya hakim MK itu mikir tidak hanya norma di konstitusi tapi realitas juga YM @arsul_sani asal2an saja minta sekolah swasta harus gratis. Lha swastanya gelem ora mereka ikut format negara? BOS saja tdk semua swasta mau terima karena kewajiban mengurungi ke SPP.,Thu May 29 04:49:02 +0000 2025,15,3,https://x.com/undefined/status/1927950286007754761,negative,0.9959402084350586
,JPPI selaku pemohon dalam putusan MK soal SD-SMP gratis menilai keputusan ini mestinya tak hanya dialamatkan ke Kemendikdasmen tetapi juga ke Presiden. https://t.co/OehVGJ4Fsr,Thu May 29 04:45:00 +0000 2025,5,1,https://x.com/undefined/status/1927949270683951455,neutral,0.9916813969612122
,Mengapa Putusan MK Penting untuk Pendidikan Gratis? Ini Alasannya MK https://t.co/CWLIWqdS83,Thu May 29 04:11:36 +0000 2025,0,0,https://x.com/undefined/status/1927940866515112140,neutral,0.9921872615814209
,@detikcom Kalau negeri silahkan gratis pak MK. swasta ya jangan gaji guru dan staff lain itu dari pembayaran murid. Gaji negeri dibayar pemerintah sedangkan gaji untuk swasta dibayari oleh pemerintah juga kah? Kalau bikin kebijakan itu dipikir mateng² lah,Thu May 29 04:06:12 +0000 2025,0,0,https://x.com/undefined/status/1927939507392831771,negative,0.977711021900177
,Gratis sekolah cuma buat negeri? Padahal bangkunya aja udah penuh bro. Untung ada JPPI dan emak-emak kece yang bawa kasus ini ke MK. Respect buat pejuang pendidikan sejati. #MK #Gratissekolah #JPPI #Sekolah #diskursusnetwork https://t.co/pCvXNy8g2t,Thu May 29 04:00:00 +0000 2025,0,0,https://x.com/undefined/status/1927937947527160227,positive,0.6916072964668274
,Kalau putusan MK dikdas gratis keluar sblm SPMB diketok permennya bisa-bisa bakalan wajib bagi pemda nyiapin anggaran utk menanggung biaya sekolah anak di jenjang dikdas tanpa kecuali. Semua anak hrs ditanggung.,Thu May 29 03:11:52 +0000 2025,0,0,https://x.com/undefined/status/1927925834628858028,neutral,0.9191414713859558
,@KomnasHAM Ksh tahu MK &amp; DPR Skrg lg MUSIM PHK Bkn musim nangka. Skolah gratis hrs sampe kejuruan,Thu May 29 03:04:13 +0000 2025,0,0,https://x.com/undefined/status/1927923907446575585,neutral,0.9510918259620667
,MK Putuskan SD-SMP Negeri &amp; Swasta Gratis Kemendikdasmen Masih Kaji Implementasi https://t.co/LCUyJRzetk #PendidikanGratis #PutusanMK #SekolahSwastaGratis #PendidikanUntukSemua #Bitvonline,Thu May 29 02:48:59 +0000 2025,0,0,https://x.com/undefined/status/1927920074079289825,neutral,0.993398904800415
,yaelah gratis tai ledig ujung ujungnya juga lu mintain duit spp makan tai aja lu mk,Thu May 29 02:41:57 +0000 2025,0,0,https://x.com/undefined/status/1927918304506630405,negative,0.9960978031158447
,@luckyonrepeat @foxlut @tanyarlfes Seriusan? Daerah mana? Semoga dengan adanya keputusan MK tersebut SPP gratis,Thu May 29 02:40:25 +0000 2025,0,0,https://x.com/undefined/status/1927917920526467579,neutral,0.8690306544303894
,@glrhn keputusan MK @officialMKRI udah bagus banget mau swasta or negeri tp kasih syarat adalah selama sekolah swasta mengambil BOS dan 100% dana BOS bisa utk bayar gaji guru gw pikir cukup fair lah gak gambil BOS boleh gak gratis skrg itu ambil BOS tp SPP tinggi,Thu May 29 02:36:48 +0000 2025,13,1,https://x.com/undefined/status/1927917007904682337,positive,0.5671817660331726
,DPRD Kota Malang Tanggapi Soal Putusan MK Sekolah Gratis Jangan Jadi Dampak Negatif ke Swasta https://t.co/d4Qb5xvMZ5 https://t.co/hl5b0XbYUt,Thu May 29 02:32:39 +0000 2025,0,0,https://x.com/undefined/status/1927915963867091096,neutral,0.980916440486908
,2 Dampak dari Putusan MK soal SD dan SMP Gratis KPPOD Tawarkan Solusi ke Pemerintah Pusat https://t.co/50iCofa3HF #EducationReform #Education #pendidikangratis #Pendidikan #Indonesia #Governo #EducationNagari #schoolteens #school #sekolah #Samarinda #Balikpapan #Bontang #city,Thu May 29 02:30:15 +0000 2025,0,0,https://x.com/undefined/status/1927915360612929667,neutral,0.9876930117607117
,Mahkamah Konstitusi (MK) resmi menyatakan bahwa pendidikan dasar gratis wajib diberikan negara tak hanya untuk sekolah negeri tetapi juga sekolah atau madrasah swasta. Putusan ini tertuang dalam Putusan Nomor 4/PUU-XXII/2024 yang dibacakan pada Selasa 27 Mei 2025 usai MK,Thu May 29 02:27:22 +0000 2025,1,1,https://x.com/undefined/status/1927914634239168820,neutral,0.9880863428115845
,Putusan MK soal SD-SMP Gratis Bakal Dimasukkan ke Revisi UU Sisdiknas https://t.co/HCUaXK6I7a,Thu May 29 02:25:59 +0000 2025,0,0,https://x.com/undefined/status/1927914288666067155,neutral,0.9976736903190613
,Oalah lah pande pandean MK Swasta bayar aja org2 pada rame nyekolahin anaknya di swasta alhasil SD negeri sepiiii. Lah ini malah dibuat pulak swasta gratis?? UDAHLAH WASSALAM SE NEGRI BLAS GA ADA MURIDNYA,Thu May 29 01:40:11 +0000 2025,0,0,https://x.com/undefined/status/1927902761573626135,negative,0.9973872303962708
,Apakah setelah keputusan MK sekolah/madrasah Swasta jadi auto Gratis? Banyak yang tanya ini mau kita bahas?,Thu May 29 01:20:06 +0000 2025,219,27,https://x.com/undefined/status/1927897706023846146,neutral,0.8702085018157959
,Memang Duit Negara Cukup? DPR Pertanyakan Anggaran Sekolah Swasta Gratis Pasca-Putusan MK https://t.co/EqhjhJ7AI5,Thu May 29 00:41:31 +0000 2025,0,0,https://x.com/undefined/status/1927887998420426938,neutral,0.994699239730835
,MK Putuskan Pendidikan Gratis Jenjang SD SMP Negeri dan Swasta Pendidikan Dasar Hak Semua Warga Negara https://t.co/LA0ud2zcbf lewat @MUDANEWS.COM - Portal Berita Indonesia Terkini Hari Ini,Thu May 29 00:33:33 +0000 2025,0,0,https://x.com/undefined/status/1927885992402292860,neutral,0.9971561431884766
,Tumben ada keputusan MK tentang pendidikan gratis? Berpuluh2 tahun ga pernah gratis karena alokasi anggarannya disulap dan si mainkan para politikus negara Jika demikian artinya negara mampu mengalokasikannya untuk kepentihgam sekolah gratis....,Wed May 28 23:34:01 +0000 2025,3,0,https://x.com/undefined/status/1927871009836912971,positive,0.4997934401035309
,@glrhn Putusan MK ini adalah tamparan sekaligus harapan. Tamparan bagi negara yang terlalu lama abai. Harapan bagi jutaan anak bangsa yang terhalang biaya. Pendidikan adalah hak bukan kemewahan yang hanya bisa dibeli. Gratis di sekolah negeri saja tak cukup karena kenyataannya ,Wed May 28 22:01:38 +0000 2025,7,3,https://x.com/undefined/status/1927847760046506335,negative,0.993549644947052
,@ryujinwha36220 @kegblgnunfaedh @ryujinwha36220 @kegblgnunfaedh Pemerintah Indonesia wajib biayai pendidikan dasar 9 tahun gratis di sekolah negeri dan swasta berdasarkan putusan MK 27 Mei 2025 sesuai Pasal 31(2) UUD 1945. Swasta tetap independen tapi dapat subsidi seperti BOS atau beasiswa untuk operasional.,Wed May 28 21:07:45 +0000 2025,0,1,https://x.com/undefined/status/1927834199714844824,neutral,0.9858579635620117
,Putusan MK Soal Biaya Sekolah Gratis Jadi Harapan Rakyat Akses Pendidikan Bermutu https://t.co/hITOerR0sH,Wed May 28 20:30:01 +0000 2025,1,1,https://x.com/undefined/status/1927824706083635603,neutral,0.9827383160591125
,MK Putuskan Sekolah Swasta Wajib Gratis! Pemerintah Harus Biayai https://t.co/hMcczynofw,Wed May 28 20:02:40 +0000 2025,0,0,https://x.com/undefined/status/1927817822517805091,neutral,0.9932636022567749
,GRATIS! Putusan MK WAJIBKAN SD &amp; SMP Negeri Bebas Biaya | Kabar Baik ... https://t.co/3fSGXPjwjk via @YouTube,Wed May 28 18:42:59 +0000 2025,0,0,https://x.com/undefined/status/1927797770104013145,neutral,0.9938604831695557
,hari ini ada gambar gembira banget mk melalui putusan nya nomor 3/PUU-XXIII/2025 mengabulkan sebagian permohonan betkaitan dengan pendidikan gratis untuk sd dan smp sederajat negeri maupun swasta ini langkah tang bagus sekali buat kemajuan pendidikan kita tinggal eksekusi nya,Wed May 28 17:34:00 +0000 2025,0,1,https://x.com/undefined/status/1927780409535758492,positive,0.9879246950149536
,@kegblgnunfaedh Putusan MK soal wajibnya pendidikan dasar 9 tahun gratis termasuk di sekolah swasta adalah langkah monumental. Sudah terlalu lama pendidikan menjadi beban finansial yang tak seharusnya ditanggung rakyat. Negara wajib hadir. Bukan hanya di sekolah negeri tapi juga menjamin,Wed May 28 17:01:25 +0000 2025,12,4,https://x.com/undefined/status/1927772206764822893,negative,0.8731225728988647
,Video: Tanggapan Wamendikdasmen Setelah MK Beri Putusan soal Sekolah Gratis https://t.co/Ay3fa0A9iA,Wed May 28 15:49:07 +0000 2025,0,0,https://x.com/undefined/status/1927754014374142099,neutral,0.9978199005126953
,Istana Bakal Minta Petunjuk Prabowo soal Putusan MK Gratis Sekolah SD-SMP #beritanasional #Istana #sekolahgratis #prabowo https://t.co/XsKSp0QDfE,Wed May 28 12:00:03 +0000 2025,1,0,https://x.com/undefined/status/1927696366253301880,neutral,0.9972630739212036
,MK Wajibkan Pendidikan 9 Tahun Gratis di Semua Sekolah Termasuk Swasta ... https://t.co/dqgJBGncsm via @YouTube,Wed May 28 11:38:33 +0000 2025,0,0,https://x.com/undefined/status/1927690958512050314,neutral,0.9921382069587708
,@PartaiSocmed MK gampang aja ketok palu. Implementasinya susah banget. Setahuku dimana2 di dunia sekolah negeri emang bisa gratis kalau swasta gak diatur ikut hukum pasar saja.,Wed May 28 11:29:07 +0000 2025,0,0,https://x.com/undefined/status/1927688583495733355,negative,0.99017733335495
,Komisi X DPR Jamin Putusan MK Tentang Pendidikan Dasar Gratis Masuk dalam Revisi UU Sisdiknas #beritanasional #DPR #Sisdiknas #MahkamahKonsitusi https://t.co/C9Hk9QYcSo,Wed May 28 11:10:00 +0000 2025,0,0,https://x.com/undefined/status/1927683771450458596,neutral,0.9970797896385193
,Perhimpunan Pendidikan dan Guru (P2G) menanggapi putusan Mahkamah Konstitusi (MK) terkait kewajiban pemerintah menyediakan pendidikan dasar gratis termasuk di sekolah swasta. Kepala Bidang Advokasi Guru P2G Iman Zanatul Haeri menjelaskan bahwa putusan MK mengubah frasa dalam https://t.co/Zp83fz87xP,Wed May 28 11:06:25 +0000 2025,0,0,https://x.com/undefined/status/1927682870208036937,neutral,0.994533896446228
,MK Putuskan SD-SMP Swasta Gratis Komisi X Tegaskan Pemerintah Pusat dan Daerah Wajib Laksanakan https://t.co/Hs8PAxj6lu,Wed May 28 11:04:16 +0000 2025,0,0,https://x.com/undefined/status/1927682330828652826,neutral,0.9975312352180481
,Hasil putusan MK pendidikan gratis SD-SMP negeri dan swasta mending ini yg difokuskan Presiden ketimbang sekolah rakyat karena sekolah rakyat itu hanya dijadikan kepala daerah buat 'setor muka' ke presiden padahal sapras pendidikan didaerahnya masih banyak amburadul,Wed May 28 11:02:59 +0000 2025,0,0,https://x.com/undefined/status/1927682005854286292,negative,0.9815768599510193
,Tahun 99 PRD ori kampanyenya pendidikan gratis kemaren pilkada jadi gimmick sebab udah tau arahnya bakal dilegalisir mk,Wed May 28 10:52:29 +0000 2025,0,0,https://x.com/undefined/status/1927679363048513630,negative,0.9357824325561523
,MK Wajibkan Pendidikan 9 Tahun Gratis DPRD Kota Malang Soroti Dampaknya ke Sekolah Swasta https://t.co/qI6UV2fPDv,Wed May 28 10:52:06 +0000 2025,0,0,https://x.com/undefined/status/1927679268773077366,neutral,0.9968520998954773
,Mendikdasmen Kaji-Analisis Putusan MK soal Pendidikan Dasar Negeri-Swasta Gratis https://t.co/DIgUIOafe4,Wed May 28 10:25:49 +0000 2025,0,0,https://x.com/undefined/status/1927672652799611068,neutral,0.9978662133216858
,MK Putuskan Sekolah Dasar dan Menengah Wajib Gratis Termasuk yang Dikelola Swasta https://t.co/bEy1ujZXHc,Wed May 28 10:25:49 +0000 2025,0,0,https://x.com/undefined/status/1927672651243221200,neutral,0.9957482218742371
,@abdullahtax @tvOneNews Salah. Jaman Soeharto wajib. Belajar cuma 9 tahun ( sampai SMP) di era Jokowi wajib belajar jadi 12 tahun. Tapi sampai saat ini wajib belajar ( gratis SPP ) HANYA berlaku di sekolah negri. Nah sekarang MK memperluas agar swasta juga menerapkan SPP gratis,Wed May 28 10:20:58 +0000 2025,0,1,https://x.com/undefined/status/1927671430294208824,negative,0.7190410494804382
,PCO: Pemerintah Kaji Putusan MK soal Sekolah Swasta Gratis https://t.co/YZKuENq66M,Wed May 28 10:20:53 +0000 2025,0,0,https://x.com/undefined/status/1927671412115886377,neutral,0.997938334941864
,UPDATE TERBARU MK! Pendidikan SD-SMP (negeri &amp; swasta) wajib GRATIS! Tapi katanya bakal 'bertahap sesuai kemampuan negara' https://t.co/cEh2nqe32x,Wed May 28 10:00:02 +0000 2025,0,0,https://x.com/undefined/status/1927666163972231310,neutral,0.9909915924072266
,MK Putuskan Sekolah Swasta Juga Wajib Gratis Asal Terpenuhi Syarat Ini | https://t.co/lmARWhw86n lewat @tangerangnews,Wed May 28 09:42:58 +0000 2025,0,0,https://x.com/undefined/status/1927661871177544083,neutral,0.9907463788986206
,MK Putuskan SD-SMP Swasta Gratis https://t.co/jFZEcWpDXm,Wed May 28 09:30:00 +0000 2025,0,0,https://x.com/undefined/status/1927658606750752967,neutral,0.9944038391113281
